212   J0608+00      dsm+13     1.0762                   0  dsm+13         0.929195           0  dsm+13     48             0  dsm+13     1.29   1.29     ymw17
213   J0609+2130    lxf+05     0.05569801392951         2  lxf+05     17.953961540991        7  lxf+05     38.73          2  lxf+05     0.57   0.57     ymw17
214   J0610-2100    bjd+06     0.0038613247042986       6  bjd+06     258.97847929928        5  bjd+06     60.6662       17  bjd+06     3.26   3.26     ymw17
215   J0610+37      slr+14     0.443861                14  slr+14     2.25296                8  slr+14     39             2  slr+14     1.07   1.07     ymw17

216   J0611+04      dsm+16     1.67443                  0  dsm+16         0.597218           0  dsm+16     69.9           0  dsm+16     1.66   1.66     ymw17
217   J0611+1436    lsb+17     0.27032946262            3  lsb+17     3.6991898342           5  lsb+17     45.7           7  lsb+17     0.89   0.89     ymw17
218   J0611+30      cnst96     1.412090                 3  cnst96     0.7081702             16  cnst96     45.2551       16  bkk+16     1.08   1.08     ymw17
219   B0609+37      stwd85     0.29798232657184        18  hlk+04     3.3559037259175       20  hlk+04     27.15495      34  bkk+16     0.53   0.53     ymw17
220   J0613-0200    lnl+95     0.003061844040962330     9  abb+18     326.6005670509927      9  abb+18     38.77919       6  hbo06      0.78   1.02     ymw17

221   J0613+3731    cvh+14     0.61919818110            7  cvh+14     1.61499182415         16  cvh+14     18.990        12  cvh+14     0.19   0.19     ymw17
222   B0611+22      dls72      0.33495996611           16  hlk+04     2.9854313983          14  hlk+04     96.91          4  pkj+13     1.74   1.74     ymw17
223   J0614-3329    rrc+11     0.003148669579439        9  rrc+11     317.5944552995         9  rrc+11     37.049         1  rrc+11     0.62   2.69     ymw17
224   J0614+83      slr+14     1.039203                51  slr+14     0.96228                5  slr+14     44             1  slr+14     3.66   3.66     ymw17
225   J0621+0336    bkl+13     0.2699540683678          9  bkl+13     3.704333874448        13  bkl+13     72.59         13  bkl+13     1.70   1.70     ymw17

226   J0621+1002    cnst96     0.0288538611940574      16  dcl+16     34.6574066214041      20  dcl+16     36.47          3  dcl+16     0.42   0.42     ymw17
227   J0621+25      rap+12     0.00272                  0  rap+12       367.647059           0  rap+12     83.6           0  rap+12     1.64   1.64     ymw17
228   J0621-55      kbj+17     *                        0  *          *                      0  *          22             0  kbj+17     0.38   0.38     ymw17
229   J0622+3749    pga+12     0.333208231801           6  pga+12     3.00112633651          5  pga+12     *              0  *          *      *        *
230   J0623+0340    bkl+13     0.613759600022           7  bkl+13     1.629302417370        19  bkl+13     54             4  bkl+13     1.38   1.38     ymw17

231   B0621-04      mlt+78     1.0390764758510         15  hlk+04     0.9623930704244       13  hlk+04     70.835        11  hlk+04     1.94   1.94     ymw17
232   J0625+10      cnst96     0.498397                 3  cnst96     2.006433              13  cnst96     78            15  cnst96     1.64   1.64     ymw17
233   J0627+0649    bkl+13     0.346522567131          13  bkl+13     2.88581493632         11  bkl+13     86.60          8  bkl+13     1.79   1.79     ymw17
234   J0627+0706    cha03      0.47587411456           12  bfrs18     2.1013960823           5  bfrs18     138.25         7  pkj+13     2.29   2.29     ymw17
235   J0627+16      dcm+09     2.180                    0  dcm+09         0.458716           0  dcm+09     113            0  dcm+09     1.93   1.93     ymw17

236   J0628+0909    cfl+06     1.241421391299           3  nab+13     0.8055282493188       20  nab+13     88.3           2  nab+13     1.77   1.77     ymw17
237   B0626+24      dth78      0.476622836038           4  hlk+04     2.098095022707        15  hlk+04     84.1762       50  bkk+16     1.67   1.67     ymw17
238   J0630-0046    bkl+13     0.680574832268           7  bkl+13     1.469346135924        16  bkl+13     97.3           5  bkl+13     2.10   2.10     ymw17
239   J0630+19      dsm+16     1.24855                  0  dsm+16         0.800929           0  dsm+16     48.1           0  dsm+16     0.98   0.98     ymw17
240   B0628-28      lvw69a     1.24441859615            8  hlk+04     0.80358811986          5  hlk+04     34.425         1  srb+15     0.32   2.07     ymw17

241   J0631+0646    cwp+17     0.1109789432160          8  cwp+17     9.01071834910          6  cwp+17     *              0  *          *      *        *
242   J0631+1036    zcwl96     0.287800021959           9  ywml10     3.4746348982           1  ywml10     125.36         1  waa+10     2.10   2.10     ymw17
243   J0633+0632    aaa+09c    0.29739519058            7  rkp+11     3.3625291588           7  rkp+11     *              0  *          1.35   *        *
244   J0633+1746    hh92       0.2370994416923         20  jh05       4.217639623538        35  jh05       2.89           2  mmtl15     0.19   0.14     ymw17
245   J0633-2015    bjd+06     3.2532108384             5  bjd+06     0.30738862302          5  bjd+06     90.7           2  bjd+06     3.68   3.68     ymw17

246   J0635+0533    cmn+00     0.033856495             12  cmn+00     29.53643               1  cmn+00     *              0  *          *      *        *
247   J0636-4549    bjd+06     1.98459736713            4  bjd+06     0.503880543511        11  bjd+06     26.31         15  bjd+06     0.38   0.38     ymw17
248   J0636+5129    slr+14     0.00286895284653414      3  abb+18     348.559231709945       3  abb+18     11.10816      11  abb+18     0.21   0.21     ymw17
249   J0645+5158    slr+14     0.008853496686297741    15  abb+18     112.94972319215596    19  abb+18     18.247536      9  slr+14     0.80   0.67     ymw17
250   J0645+80      slr+14     0.657873                24  slr+14     1.52005                6  slr+14     50             3  slr+14     5.24   5.24     ymw17

251   J0646+0905    bkl+13     0.9039132                7  bkl+13     1.1063009              9  bkl+13     149.0          7  bkl+13     2.52   2.52     ymw17
252   J0647+0913    bkl+13     1.23485362778            3  bkl+13     0.809812578190        20  bkl+13     154.7         12  bkl+13     2.67   2.67     ymw17
253   J0652-0142    bkl+13     0.924053918109          14  bkl+13     1.082187933412        17  bkl+13     116.3         11  bkl+13     2.32   2.32     ymw17
254   J0653+4706    bph+17a    0.00475                  0  bph+17a      210.526316           0  bph+17a    25.54          0  bph+17a    0.91   0.91     ymw17
255   B0643+80      dbtb82     1.2144405115160         20  hlk+04     0.8234244415576       13  hlk+04     33.31882      71  bkk+16     2.35   2.35     ymw17

256   J0656-2228    bjd+06     1.22475441462            3  bjd+06     0.816490218825        20  bjd+06     32.39         17  bjd+06     1.62   1.62     ymw17
257   J0656-5449    jbo+09     0.183156898795           2  jbo+09     5.45979980322          6  jbo+09     67.5          10  jbo+09     0.37   0.37     ymw17
258   J0658+0022    bkl+13     0.563294925255           3  bkl+13     1.775268966869        10  bkl+13     122.0          7  bkl+13     2.36   2.36     ymw17
259   B0656+14      mlt+78     0.384891195054           5  hlk+04     2.59813685751          3  hlk+04     13.94          9  pkj+13     0.29   0.16     ymw17
260   B0655+64      dth78      0.19567094516627        16  hlk+04     5.110620788131         4  hlk+04     8.77387       27  bkk+16     0.41   0.41     ymw17

261   J0702-4956    bcm+15     0.6659935900             5  bcm+15     1.501515953            1  bcm+15     98.7           1  bcm+15     0.54   0.54     ymw17
262   J0709-5923    jbo+09     0.485268383925           5  jbo+09     2.06071533429          3  jbo+09     65             2  jbo+09     0.37   0.37     ymw17
263   J0711+0931    lzb+00     1.21409049248            1  lzb+00     0.823661832618         7  lzb+00     46.238        13  bkk+16     1.17   1.17     ymw17
264   J0711-6830    bjb+97     0.00549096850619231      4  rhc+16     182.1172346685786     10  rhc+16     18.4066        6  hbo06      0.11   0.11     ymw17
265   J0719-2545    bjd+06     0.974724730631           9  bjd+06     1.025930674143        10  bjd+06     253.89         6  bjd+06     9.81   9.81     ymw17

266   J0720-3125    hmb+97     8.391115532             26  kv05       0.1191736660           4  kv05       *              0  *          0.40   *        *
267   J0721-2038    bkl+13     0.01554239497400         8  bkl+13     64.3401484567          4  bkl+13     76.1           6  bkl+13     2.68   2.68     ymw17
268   J0725-1635    mld+96     0.4243114031834         11  hlk+04     2.356759664005         6  hlk+04     98.98          3  hlk+04     2.78   2.78     ymw17
269   J0726-2612    bjd+06     3.4423084877             4  bjd+06     0.29050272617          4  bjd+06     69.4           4  bjd+06     2.90   2.90     ymw17
270   J0729-1448    mhl+02     0.251658714181          13  mhl+02     3.97363549780         19  mhl+02     91.7           2  pkj+13     2.68   2.68     ymw17

271   B0727-18      mlt+78     0.51016034483            3  hlk+04     1.96016803372          9  hlk+04     61.293        10  hlk+04     2.40   2.40     ymw17
272   J0733-2345    lfl+06     1.79624970117           10  lfl+06     0.55671547188          3  lfl+06     194            3  lfl+06     4.18   4.18     ymw17
273   J0734-1559    sbd+11      0.156250                0  sbd+11     6.4                    0  sbd+11     *              0  *          *      *        *
274   J0736-6304    bb10       4.8628739612             7  jcs+17     0.20563971182          3  jcs+17     19.4           0  cbmp17     0.10   0.10     ymw17
275   J0737-2202    mhl+02     0.320366370454           5  mhl+02     3.12142625514          4  mhl+02     95.7           4  mhl+02     3.06   3.06     ymw17

276   J0737-3039A   bdp+03     0.0226993785996239      11  ksm+06     44.054069392744        2  ksm+06     48.920         5  ksm+06     1.10   1.09     ymw17
277   J0737-3039B   lbk+04     2.77346077007            8  ksm+06     0.36056035506          1  ksm+06     48.920         5  ksm+06     1.10   1.09     ymw17
278   J0737+69      slr+14     6.82424                 63  slr+14     0.146536              14  slr+14     16             3  slr+14     1.04   1.04     ymw17
279   B0736-40      lvw68      0.374919985032           6  wmz+01     2.66723578343          5  wmz+01     160.896        3  pkj+13     1.60   1.57     ymw17
280   J0740+41      slr+14     0.0031392150            48  slr+14     318.5510               5  slr+14     20.83          9  slr+14     0.51   0.51     ymw17

281   J0740+6620    slr+14     0.00288573641085019      3  abb+18     346.531996560761       3  abb+18     14.96177      24  abb+18     0.43   0.93     ymw17
282   B0740-28      fss73      0.166762291572          20  hlk+04     5.9965594774           7  hlk+04     73.728         1  pkj+13     2.00   3.11     ymw17
283   B0743-53      mlt+78     0.2148363514             5  nmc81      4.654705749           11  nmc81      121.38         2  pkj+13     0.57   0.57     ymw17
284   J0746-4529    bjd+06     2.79102517845            5  bjd+06     0.358291285840         7  bjd+06     134.57        12  bjd+06     0.81   0.81     ymw17
285   J0746+66      slr+14     0.4076702               93  slr+14     2.45296                6  slr+14     28             1  slr+14     1.88   1.88     ymw17
