78    J0458-67     rcl+13     1.1339000               18  rcl+13     0.8819120             14  rcl+13     97             2  rcl+13     49.70
79    J0459-0210   mld+96     1.133076123659           6  hlk+04     0.882553236380         4  hlk+04     21.02          3  hlk+04     0.16
80    J0501+4516   gwk08      5.76209653               4  gwk+10     0.173547943            1  gwk+10     *              0  *          2.20

81    B0458+46     dth78      0.638565481517           3  hlk+04     1.566010110074         5  hlk+04     41.834        20  bkk+16     1.32
82    B0502-66     mmh+91     0.69125141818            4  ckm+01     1.44665164324          9  ckm+01     68.9           3  ckm+01     49.70
83    J0519+44     hrk+08     0.515                    0  hrk+08         1.941748           0  hrk+08     52             0  hrk+08     1.42
84    J0522-6847   mfl+06     0.67453190906            3  mfl+06     1.48250955451          7  mfl+06     126.45         7  mfl+06     49.70
85    J0525-6607   mgi+79     8.0470                   2  kkm+03     0.124270               4  kkm+03     *              0  *          *

86    B0525+21     sr68       3.74553925030            3  ywml10     0.266984253314         2  ywml10     50.8695       13  bkk+16     1.22
87    B0529-66     mhah83     0.97572496638            6  ckm+01     1.02487897149          7  ckm+01     103.2          3  ckm+01     49.70
88    J0532-6639   mfl+06     0.64274275093            3  mfl+06     1.55583240504          8  mfl+06     69.3          18  mfl+06     49.70
89    J0532-69     rcl+13     1.1491957               14  rcl+13     0.8701738             11  rcl+13     124            1  rcl+13     49.70
90    J0533+0402   snt97      0.96301770198            2  snt97      1.03840251113          3  snt97      83.7           1  snt97      2.17

91    J0534-6703   mfl+06     1.81756503106           17  mfl+06     0.55018664142          6  mfl+06     94.7          12  mfl+06     49.70
92    B0538-75     mlt+78     1.24585559629            5  smd93      0.80266124178          4  smd93      18.58          2  pkj+13     0.14
93    J0540+3207   cfl+06     0.5242708632083          5  nab+13     1.9074109781353       19  nab+13     61.97          4  nab+13     1.42
94    J0540-7125   lml+98     1.286014595              3  dsb+98     0.7775961516          19  dsb+98     29.41          7  dsb+98     0.55
95    J0543-6851   mfl+06     0.70895418575            6  mfl+06     1.41052838124         12  mfl+06     131            4  mfl+06     49.70

96    J0545-03     kkl+15     1.07393                  2  kkl+15     0.931159              18  kkl+15     67.2           4  kkl+15     2.06
97    J0546+2441   clm+05     2.84385038524            6  clm+05     0.351635938793         8  clm+05     73.81          3  clm+05     1.52
98    J0550+09     dsm+16     1.745                    0  dsm+16         0.573066           0  dsm+16     86.6           0  dsm+16     1.80
99    J0555+3948   bck+13     1.1469058                2  bck+13     0.87191119            16  bck+13     37             0  bck+13     1.09
100   J0555-7056   mfl+06     0.82783808575            7  mfl+06     1.20796568461         11  mfl+06     73.4          16  mfl+06     49.70

101   B0559-57     mlt+78     2.261364513              3  nmc81      0.4422108838           6  nmc81      30             8  nmc81      0.55
102   J0608+00     dsm+13     1.0762                   0  dsm+13         0.929195           0  dsm+13     48             0  dsm+13     1.29
103   J0611+04     dsm+16     1.67443                  0  dsm+16         0.597218           0  dsm+16     69.9           0  dsm+16     1.66
104   J0611+30     cnst96     1.412090                 3  cnst96     0.7081702             16  cnst96     45.2551       16  bkk+16     1.08
105   J0613+3731   cvh+14     0.61919818110            7  cvh+14     1.61499182415         16  cvh+14     18.990        12  cvh+14     0.19

106   J0614+83     slr+14     1.039203                51  slr+14     0.96228                5  slr+14     44             1  slr+14     3.66
107   J0623+0340   bkl+13     0.613759600022           7  bkl+13     1.629302417370        19  bkl+13     54             4  bkl+13     1.38
108   B0621-04     mlt+78     1.0390764758510         15  hlk+04     0.9623930704244       13  hlk+04     70.835        11  hlk+04     1.94
109   J0627+16     dcm+09     2.180                    0  dcm+09         0.458716           0  dcm+09     113            0  dcm+09     1.93
110   J0628+0909   cfl+06     1.241421391299           3  nab+13     0.8055282493188       20  nab+13     88.3           2  nab+13     1.77

111   J0630-0046   bkl+13     0.680574832268           7  bkl+13     1.469346135924        16  bkl+13     97.3           5  bkl+13     2.10
112   J0630+19     dsm+16     1.24855                  0  dsm+16         0.800929           0  dsm+16     48.1           0  dsm+16     0.98
113   B0628-28     lvw69a     1.24441859615            8  hlk+04     0.80358811986          5  hlk+04     34.425         1  srb+15     0.32
114   J0633-2015   bjd+06     3.2532108384             5  bjd+06     0.30738862302          5  bjd+06     90.7           2  bjd+06     3.68
115   J0636-4549   bjd+06     1.98459736713            4  bjd+06     0.503880543511        11  bjd+06     26.31         15  bjd+06     0.38

116   J0645+80     slr+14     0.657873                24  slr+14     1.52005                6  slr+14     50             3  slr+14     5.24
117   J0646+0905   bkl+13     0.9039132                7  bkl+13     1.1063009              9  bkl+13     149.0          7  bkl+13     2.52
118   J0647+0913   bkl+13     1.23485362778            3  bkl+13     0.809812578190        20  bkl+13     154.7         12  bkl+13     2.67
119   J0652-0142   bkl+13     0.924053918109          14  bkl+13     1.082187933412        17  bkl+13     116.3         11  bkl+13     2.32
120   B0643+80     dbtb82     1.2144405115160         20  hlk+04     0.8234244415576       13  hlk+04     33.31882      71  bkk+16     2.35

121   J0656-2228   bjd+06     1.22475441462            3  bjd+06     0.816490218825        20  bjd+06     32.39         17  bjd+06     1.62
122   J0658+0022   bkl+13     0.563294925255           3  bkl+13     1.775268966869        10  bkl+13     122.0          7  bkl+13     2.36
